"ID","ContinentID","ParentAreaID","AreaBit","Flags","SoundProviderPref","SoundProviderPrefUnderwater","AmbienceID","ZoneMusic","IntroSound","ExplorationLevel","AreaName_Lang_enUS","AreaName_Lang_enGB","AreaName_Lang_koKR","AreaName_Lang_frFR","AreaName_Lang_deDE","AreaName_Lang_enCN","AreaName_Lang_zhCN","AreaName_Lang_enTW","AreaName_Lang_zhTW","AreaName_Lang_esES","AreaName_Lang_esMX","AreaName_Lang_ruRU","AreaName_Lang_ptPT","AreaName_Lang_ptBR","AreaName_Lang_itIT","AreaName_Lang_Unk","AreaName_Lang_Mask","FactionGroupMask","LiquidTypeID_1","LiquidTypeID_2","LiquidTypeID_3","LiquidTypeID_4","MinElevation","Ambient_Multiplier","Lightid"
"100","0","33","585","1073741888","0","11","0","3","0","31","","","","","","奈辛瓦里遠征隊營地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"101","0","33","190","1073741888","0","11","0","3","0","32","","","","","","庫爾森的營地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"102","0","33","586","1073741888","0","11","0","3","0","41","","","","","","祖昆達廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"103","0","33","191","1073741888","0","11","0","3","0","40","","","","","","祖瑪維廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"104","0","33","192","1073741888","0","11","0","3","0","37","","","","","","暗礁海","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"105","0","33","193","1073741888","0","11","0","3","0","42","","","","","","莫什奧格巨魔山","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"106","0","33","194","1073741888","0","11","0","3","0","0","","","","","","儲藏室","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"107","0","40","195","1073741888","0","11","0","9","0","14","","","","","","薩丁農場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"108","0","40","196","1076887616","0","11","0","9","0","15","","","","","","哨兵嶺","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"109","0","40","197","1073741888","0","11","0","9","0","15","","","","","","法布隆南瓜農場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"111","0","40","198","1073741888","0","11","0","9","0","12","","","","","","詹戈洛德礦坑","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"113","0","40","576","1073741888","0","11","0","9","0","15","","","","","","金海岸礦坑","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"115","0","40","199","1073741888","0","11","24","9","0","17","","","","","","西部荒野燈塔","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"116","0","8","200","1073741888","0","11","0","0","0","39","","","","","","迷霧谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"117","0","33","629","1075839040","0","11","0","228","0","35","","","","","","格羅姆高營地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"118","0","11","201","1073741888","0","11","0","191","0","22","","","","","","維爾加挖掘場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"120","0","12","559","1075839040","0","11","35","0","0","8","","","","","","西泉要塞","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"121","0","10","202","1073741888","0","11","0","15","0","28","","","","","","靜謐花園墓場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"122","0","33","203","1073741888","0","11","0","3","0","37","","","","","","祖丹亞廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"123","0","33","204","1073741888","0","11","0","3","0","34","","","","","","巴拉爾廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"125","0","33","205","1073741888","0","11","0","3","0","35","","","","","","卡萊廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"126","0","33","206","1073741888","0","11","0","3","0","0","","","","","","伽什廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"127","0","33","207","1073741888","0","11","0","3","0","40","","","","","","巴里亞曼廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"128","0","33","208","1073741888","0","11","0","3","0","36","","","","","","贊塔加廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"129","0","33","209","1073741888","0","11","0","3","0","37","","","","","","米扎廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"130","0","0","210","64","0","11","28","2","0","0","","","","","","銀松森林","","","","","","","","","","","16712190","4","0","0","0","0","-500","0.4","0"
"131","0","1","211","1076887616","0","11","0","0","0","5","","","","","","卡拉諾斯","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"132","0","1","212","1074790400","0","11","0","0","0","0","","","","","","寒脊山谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"133","0","1","213","1073741888","0","11","42","8","0","10","","","","","","諾姆瑞根","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"134","0","1","214","1073741888","0","11","0","8","0","10","","","","","","古博拉採掘場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"135","0","1","215","1073741888","0","11","0","0","121","7","","","","","","霜鬃食人妖要塞","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"136","0","1","216","1073741888","0","11","0","0","0","5","","","","","","灰色洞穴","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"137","0","1","217","1075839040","0","11","0","0","0","7","","","","","","烈酒村","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"138","0","1","218","1073741888","0","11","0","8","0","7","","","","","","霧松避難所","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"139","0","0","219","64","0","11","37","205","0","0","","","","","","東瘟疫之地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.5","0"
"141","1","0","220","64","0","11","48","11","0","0","","","","","","泰達希爾","","","","","","","","","","","16712190","2","0","0","0","0","-500","0.4","0"
"142","0","38","221","1073741888","0","11","0","1","0","15","","","","","","鐵環挖掘場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"143","0","38","222","1073741888","0","11","0","14","0","18","","","","","","莫格羅什要塞","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"144","0","38","223","1076887616","0","11","0","1","0","10","","","","","","塞爾薩瑪","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"145","0","38","224","1073741888","0","11","0","1","0","18","","","","","","奧加茲隘口","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"146","0","38","225","1075839040","0","11","230","1","0","15","","","","","","巨石水壩","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"147","0","38","226","1073741888","0","11","0","1","0","15","","","","","","遠行者小屋","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"148","1","0","227","64","0","11","28","191","0","0","","","","","","黑海岸","","","","","","","","","","","16712190","2","0","0","0","0","-500","0.6","0"
"149","0","38","228","1073741888","0","11","0","1","0","12","","","","","","銀泉礦坑","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"150","0","11","229","1075839040","0","11","0","191","0","20","","","","","","米奈希爾港","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"151","451","0","560","17472","0","11","47","226","0","0","","","","","","設計者之島","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"152","0","85","230","1075839040","0","11","0","2","0","9","","","","","","亡靈壁壘","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"153","0","85","607","1073741888","0","11","0","2","0","10","","","","","","羅德隆廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"154","0","85","231","1076887552","0","11","0","15","0","0","","","","","","喪鐘鎮","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"155","0","85","232","1073741824","0","11","0","2","0","0","","","","","","夜行蜘蛛洞穴","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"156","0","85","233","1073741888","0","11","0","2","0","6","","","","","","索利丹農場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"157","0","85","234","1073741888","0","11","0","15","0","8","","","","","","阿加曼德磨坊","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"158","0","85","235","1073741888","0","11","0","15","0","0","","","","","","阿加曼德家族墓穴","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"159","0","85","236","1076887616","0","11","0","15","0","5","","","","","","布瑞爾","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"160","0","85","237","1073741888","0","11","0","2","0","12","","","","","","耳語花園","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"161","0","85","238","1073741888","0","11","0","2","0","10","","","","","","休息區","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"162","0","85","239","1073741888","0","11","0","2","0","7","","","","","","澈水湖","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"163","0","85","240","1073741888","0","11","0","2","0","0","","","","","","岡瑟爾的居所","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"164","0","85","241","1073741888","0","11","0","2","0","7","","","","","","加倫鬼屋","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"165","0","85","242","1073741888","0","11","0","15","0","5","","","","","","巴尼爾農場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"166","0","85","243","1073741888","0","11","0","2","0","5","","","","","","爐灰莊園","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"167","0","85","244","1073741888","0","11","0","2","0","8","","","","","","十字軍前哨","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"168","0","85","245","1073741888","0","11","0","2","0","0","","","","","","北部海岸","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"169","0","85","577","1073741888","0","11","0","0","0","0","","","","","","耳語海岸","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"170","0","0","246","64","0","11","31","2","0","0","","","","","","洛丹米爾湖","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"172","0","130","247","1073741888","0","11","0","2","0","18","","","","","","芬里斯島","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"173","0","85","620","1073741888","0","11","0","2","0","0","","","","","","法奧之墓","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"186","1","141","622","1076887616","0","11","0","11","0","5","","","","","","多蘭納爾","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"187","1","141","248","1073741888","0","11","48","76","63","7","","","","","","Darnassus UNUSED","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"188","1","141","561","1076887552","0","11","0","11","0","0","","","","","","幽影谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"189","0","1","249","1073741888","0","11","0","8","0","5","","","","","","鋼架補給站","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"190","0","28","250","1073741888","0","11","0","0","0","56","","","","","","壁爐谷","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"192","0","28","251","1073741888","0","11","0","0","0","55","","","","","","北山伐木場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"193","0","28","252","1073741888","0","11","0","15","0","55","","","","","","安多哈爾廢墟","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"195","0","28","253","1073741888","0","11","0","0","0","0","","","","","","通靈術學校","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"196","0","28","578","1073741888","0","11","0","15","0","0","","","","","","烏瑟之墓","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"197","0","28","254","1073741888","0","11","0","0","0","50","","","","","","悔恨嶺","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"198","0","28","255","1073741888","0","11","0","0","0","55","","","","","","哭泣之洞","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"199","0","28","256","1073741888","0","11","0","10","0","50","","","","","","費爾斯通農場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"200","0","28","257","1073741888","0","11","0","10","0","54","","","","","","達爾松之淚","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"201","0","28","258","1073741888","0","11","0","10","0","57","","","","","","蓋羅恩農場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"202","0","28","259","1073741888","0","11","0","10","0","46","","","","","","苦痛鬼屋","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"203","0","28","260","1073741888","0","11","37","193","0","0","","","","","","瑪登霍爾德城堡","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"204","0","130","261","1073741888","0","11","0","191","301","15","","","","","","焚木村","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"205","0","11","262","1073741888","0","11","0","191","0","28","","","","","","丹莫德","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"206","574","0","263","0","0","11","429","0","0","0","","","","","","俄特加德要塞","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.7","0"
"207","36","0","264","64","0","11","0","9","0","0","","","","","","無盡之海","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"208","36","0","265","64","76","11","34","0","0","0","","","","","","Unused Ironcladcove","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"209","33","0","266","0","0","11","28","2","0","16","","","","","","影牙城堡","","","","","","","","","","","16712190","4","0","0","0","0","-500","0","0"
"210","571","0","267","1093","0","11","466","421","543","80","","","","","","寒冰皇冠","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.75","0"
"211","0","1","268","1073741888","0","11","0","8","0","7","","","","","","湧冰湖","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"212","0","1","269","1073741888","0","11","0","8","0","8","","","","","","盔枕湖","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"213","0","130","270","1073741888","0","11","0","2","324","13","","","","","","深埃連礦坑","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"214","0","0","271","64","0","11","0","9","0","0","","","","","","無盡之海","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"215","1","0","272","64","0","11","30","9","0","0","","","","","","莫高雷","","","","","","","","","","","16712190","4","0","0","0","0","-500","0.3","0"
"219","0","40","273","1073741888","0","11","0","9","0","15","","","","","","艾力克斯頓農場","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"220","1","215","562","1075838976","0","11","0","9","0","0","","","","","","紅雲台地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"221","1","215","274","1074790400","0","11","0","9","0","0","","","","","","納拉其營地","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"222","1","215","275","1076887616","0","11","0","226","0","5","","","","","","血蹄村","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"223","1","215","276","1073741888","0","11","0","9","0","0","","","","","","石牛湖","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
